F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,CLAIMNO
F,14,10,3,M1,S2,M2,L2,D,0,2.00,0
F,4,0,2,H2,S1,M3,L1,D,3,1.93,0
F,4,14,2,M1,S1,M1,L2,B,1,2.52,0
P,15,6,2,H1,S5,M2,L1,D,0,1.00,0
F,4,4,2,M1,S3,M1,L2,B,1,4.17,0
F,14,6,2,M1,S5,M2,L1,B,0,0.76,0
F,12,6,2,M1,S2,M1,L4,D,0,2.00,0
F,4,2,2,H2,S1,M3,L2,D,0,3.75,0
F,14,0,2,M1,S2,M1,L1,D,1,5.00,0
F,14,8,2,M1,S1,M1,L3,B,0,3.10,0
F,5,4,2,M2,S1,M2,L2,E,0,2.00,1
F,4,20,2,M2,S2,M3,L2,B,0,1.00,0
F,5,8,2,M1,S1,M1,L4,B,0,3.00,1
F,5,2,2,M1,S2,M1,L2,B,2,10.00,0
F,7,10,2,H1,S3,M3,L2,B,0,1.56,0
F,9,6,2,M2,S1,M3,L2,D,1,3.00,0
F,6,10,2,H2,S1,M3,L1,B,0,1.00,0
F,4,0,2,M2,S2,M2,L1,B,2,7.00,0
F,2,8,2,M1,S3,M1,L3,D,0,5.00,1
F,2,4,2,M1,S3,M0,L1,B,0,3.00,0
F,10,14,2,M2,S1,M3,L2,B,0,2.56,0
F,4,10,3,H2,S1,M3,L2,D,0,1.00,0
F,14,14,2,M2,S0,M3,L2,B,0,3.63,0
F,7,0,2,M1,S2,M2,L1,B,0,8.00,0
P,14,4,2,M1,S5,M2,L2,D,1,0.84,0
P,8,14,2,M1,S5,M0,L2,B,0,1.00,0
F,1,2,2,M1,S1,M2,L1,B,1,3.37,0
F,1,4,2,C,S3,M1,L3,B,0,3.56,0
F,12,8,2,M1,S0,M1,L3,B,0,1.75,0
F,5,20,2,M2,S1,M2,L2,B,0,4.93,0
P,8,8,2,M2,S1,M2,L2,B,0,1.00,0
F,5,2,2,M1,S3,M0,L1,B,0,1.00,0
F,12,4,2,M2,S1,M2,L1,D,1,1.00,0
F,3,0,2,M2,S1,M2,L1,D,1,7.64,0
F,3,8,2,M1,S1,M1,L4,B,0,3.00,0
F,10,4,2,M2,S1,M3,L2,D,0,3.00,1
F,5,0,2,M2,S1,M2,L2,B,2,1.00,0
F,14,10,2,M1,S5,M0,L2,D,0,2.81,0
P,4,0,2,M2,S2,M1,L1,D,4,1.00,0
F,2,0,2,M2,S3,M1,L2,B,2,0.24,0
P,10,4,2,M2,S5,M3,L2,D,0,1.00,0
F,1,10,1,M2,S2,M1,L2,D,0,1.00,0
F,7,10,3,M2,S5,M1,L4,D,0,1.00,0
F,8,4,2,M2,S1,M2,L3,D,2,1.67,0
P,1,14,3,H2,S5,M2,L1,D,0,2.00,0
F,2,6,2,M1,S3,M2,L2,B,1,2.00,0
F,2,6,2,H1,S3,M2,L2,D,2,1.00,0
F,14,20,2,M2,S3,M2,L2,D,0,1.00,0
P,13,0,3,M2,S5,M1,L2,D,0,1.00,0
F,13,14,2,M1,S1,M1,L2,B,1,1.13,0
F,11,6,2,H2,S0,M2,L3,D,1,0.43,0
F,5,0,2,M2,S2,M3,L1,B,2,1.00,0
P,4,2,2,M1,S5,M2,L2,D,0,1.00,0
F,6,2,2,M2,S2,M2,L1,B,4,0.51,0
P,3,8,2,H1,S2,M3,L2,D,1,1.00,0
F,1,8,2,H2,S3,M3,L4,D,0,1.00,0
F,14,14,3,M1,S5,M0,L2,D,0,0.44,0
F,1,2,3,M1,S1,M2,L1,B,0,1.00,0
F,6,0,3,M2,S1,M2,L1,D,5,1.00,0
F,15,14,2,C,S3,M1,L2,B,0,1.97,0
F,11,10,2,H2,S3,M3,L1,D,0,0.09,0
F,8,2,2,M1,S1,M2,L2,B,1,2.00,1
F,13,20,1,C,S2,M3,L2,B,0,1.00,0
P,5,10,2,M2,S5,M1,L2,D,0,2.00,0
F,1,0,2,M1,S0,M1,L2,B,0,2.00,0
F,1,8,2,C,S3,M2,L2,B,0,3.00,0
F,12,6,2,M1,S5,M1,L1,B,1,1.00,0
F,3,20,2,M2,S1,M0,L1,D,0,1.00,0
F,1,6,3,H2,S1,M3,L1,D,0,4.00,0
F,5,6,2,H1,S2,M3,L1,D,1,2.00,0
P,8,2,2,M1,S3,M1,L1,B,0,1.00,0
F,15,6,2,H1,S0,M2,L2,D,1,1.00,0
F,14,14,2,H1,S5,M3,L2,D,0,0.63,0
F,1,20,2,C,S3,M2,L4,B,0,1.00,0
P,11,0,2,M1,S1,M2,L2,B,0,1.00,0
F,2,8,3,M2,S1,M2,L3,D,0,2.00,0
F,13,0,2,M2,S1,M2,L2,D,2,1.00,0
F,1,4,2,M2,S0,M1,L3,D,0,1.00,0
F,1,10,2,H1,S3,M3,L4,D,0,3.46,0
F,4,0,2,H1,S1,M3,L4,D,3,1.00,0
F,14,2,2,H1,S2,M3,L3,D,1,0.74,0
F,2,2,2,M1,S2,M1,L4,D,2,1.00,0
F,3,8,2,M2,S5,M2,L2,D,0,1.00,0
F,14,6,2,H2,S3,M3,L2,D,0,0.25,0
F,3,14,2,M2,S1,M1,L1,B,0,0.57,0
F,11,8,2,M1,S1,M0,L4,D,0,1.00,0
F,12,6,2,H1,S1,M3,L3,D,1,1.00,0
F,12,10,2,M1,S2,M0,L2,B,0,2.47,0
P,3,6,2,M1,S5,M2,L2,B,0,1.58,0
F,2,0,2,M1,S1,M1,L2,B,3,3.00,0
P,14,14,2,H1,S5,M1,L2,D,0,0.53,0
F,13,20,2,M1,S1,M0,L4,D,0,1.00,0
F,4,8,2,H1,S1,M3,L2,D,1,1.11,0
F,2,20,3,M2,S2,M1,L4,D,0,1.00,0
F,6,4,2,C,S3,M0,L2,B,0,2.00,1
F,1,2,2,H1,S3,M2,L3,D,3,2.60,0
F,10,4,2,C,S3,M0,L2,B,1,1.00,0
P,2,14,3,M2,S5,M2,L2,D,0,1.00,0
F,4,4,1,M1,S2,M1,L1,E,0,1.00,0
P,8,2,2,H1,S5,M3,L1,D,2,1.27,0
F,10,4,2,M2,S0,M3,L2,D,0,1.00,0
F,6,20,3,C,S3,M1,L1,D,0,1.00,0
P,9,10,3,H1,S5,M2,L2,D,0,0.52,0
F,9,4,2,M1,S0,M1,L1,B,1,1.00,0
F,2,20,2,H1,S1,M3,L2,B,0,0.30,0
F,13,2,3,M2,S1,M1,L2,D,0,0.96,0
P,4,0,2,M1,S1,M2,L2,B,1,1.00,0
F,14,20,2,H2,S1,M1,L2,D,0,1.00,0
F,1,6,2,M2,S2,M1,L2,D,4,1.83,0
F,3,8,3,H1,S1,M3,L3,D,0,0.24,0
F,6,14,2,H1,S3,M2,L2,D,0,1.00,0
F,8,8,2,M1,S0,M2,L2,D,0,1.00,0
P,1,6,2,M1,S2,M0,L2,D,0,1.00,0
F,1,0,2,H2,S5,M2,L2,D,3,0.13,0
P,4,6,2,H1,S1,M2,L2,D,0,0.82,0
P,10,6,2,M1,S5,M2,L1,B,0,1.00,0
F,5,2,2,M2,S5,M2,L2,D,0,0.16,0
P,1,4,2,M2,S3,M2,L2,B,1,1.00,0
P,12,2,2,H1,S5,M3,L3,D,4,1.00,0
F,1,10,2,M1,S2,M1,L1,B,0,5159.51,76
F,1,10,3,M1,S1,M1,L2,D,0,107.63,1
F,2,4,2,M2,S1,M2,L1,D,0,35.08,0
F,1,2,2,M1,S3,M1,L2,D,0,376.04,10
F,2,4,2,M1,S1,M1,L2,D,0,229.19,3
F,8,4,2,M1,S1,M1,L2,B,0,109.54,3
F,10,8,2,M1,S1,M1,L2,B,0,220.50,9
F,3,2,2,M2,S1,M3,L3,D,1,2.70,0
F,4,2,2,H1,S1,M3,L1,D,1,1.27,0
F,13,20,2,M2,S3,M0,L1,D,0,1.00,0
P,2,0,2,M1,S3,M1,L1,B,1,9.00,1
F,4,2,2,M1,S1,M1,L1,D,0,20.34,0
P,1,4,2,M1,S3,M1,L2,B,0,51.38,1
F,1,6,2,H1,S2,M3,L2,B,1,5.00,0
F,2,0,2,M2,S2,M1,L2,D,3,3.00,0
F,7,6,2,M1,S1,M1,L3,D,0,33.00,1
F,12,10,2,C,S0,M1,L2,B,0,30.23,1
F,3,8,2,M1,S1,M1,L3,B,0,9.88,1
F,7,20,3,C,S3,M0,L1,D,0,2.00,0
F,3,6,2,H1,S1,M3,L2,D,0,17.29,0
F,3,20,2,M1,S1,M1,L2,D,0,17.36,1
F,10,8,2,H1,S2,M2,L2,D,0,3.88,0
F,8,14,2,M2,S3,M2,L1,D,0,5.00,0
F,2,0,2,M2,S1,M2,L1,D,2,23.35,0
F,7,14,2,M1,S1,M1,L3,B,0,5.95,0
F,10,20,2,M1,S3,M1,L2,B,0,7.80,1
F,2,6,2,M2,S2,M1,L2,D,1,18.60,1
F,3,10,2,C,S2,M1,L2,B,0,65.44,2
F,4,14,2,M1,S2,M2,L3,D,0,1.00,0
F,14,0,2,M1,S3,M1,L1,B,1,10.34,0
F,8,0,2,M2,S1,M2,L2,D,2,6.00,0
F,5,4,2,M2,S1,M3,L3,D,1,0.33,0
F,9,14,3,M2,S2,M2,L2,D,0,3.16,0
F,3,14,1,C,S3,M0,L2,B,0,1.00,0
F,14,14,2,M2,S2,M2,L4,D,0,3.09,0
F,10,14,2,M1,S2,M0,L3,D,0,1.10,0
F,2,8,2,C,S0,M0,L2,B,0,2.00,0
P,15,0,2,M2,S5,M2,L2,D,1,1.00,0
F,6,8,2,M1,S3,M1,L1,B,1,1.18,0
F,8,6,2,M1,S1,M2,L2,B,0,19.02,1
F,5,10,3,H1,S1,M3,L3,D,0,0.38,1
P,14,10,2,M1,S5,M1,L1,D,0,5.07,0
F,11,6,2,H1,S2,M2,L2,D,0,4.01,0
F,3,8,2,M1,S3,M2,L2,D,0,3.62,0
P,1,8,2,M1,S5,M1,L2,E,0,1.00,0
P,14,0,2,M1,S0,M2,L1,B,2,1.00,0
P,12,14,3,M1,S5,M2,L2,D,0,1.99,0
F,6,8,3,M1,S2,M1,L1,B,0,1.00,0
P,3,0,3,H2,S5,M2,L2,D,3,1.00,0
F,7,4,2,M1,S2,M1,L2,D,1,1.87,1
F,14,8,2,C,S1,M1,L2,B,0,12.26,0
F,11,6,3,M2,S1,M1,L1,D,0,1.99,0
F,12,8,2,M1,S0,M2,L2,B,0,5.61,0
F,14,4,2,H1,S5,M2,L3,D,1,0.48,0
F,2,10,2,H2,S1,M2,L2,D,0,3.40,0
P,11,2,2,M1,S1,M1,L2,D,1,1.00,0
F,5,14,3,M2,S2,M1,L1,D,0,2.28,0
F,2,0,2,H2,S2,M3,L1,D,2,1.00,0
P,4,0,3,M1,S5,M1,L1,B,0,1.00,0
F,2,0,2,M2,S3,M1,L2,D,2,5.00,0
F,1,10,3,M2,S1,M1,L2,B,0,1.00,0
F,2,10,2,M1,S5,M2,L2,D,0,0.25,0
F,13,8,2,M1,S1,M2,L3,B,0,1.00,0
F,9,8,2,M2,S1,M2,L3,B,0,0.42,0
F,3,6,2,M2,S3,M3,L2,B,0,1.00,0
F,11,10,2,M1,S1,M1,L2,B,1,5.61,0
F,12,4,2,M1,S0,M1,L2,B,1,1.27,0
P,2,0,2,M1,S1,M1,L1,B,1,5.00,1
F,3,10,2,M1,S3,M2,L2,B,0,13.00,0
F,8,20,3,C,S1,M0,L1,B,0,1.00,0
P,10,0,2,H1,S5,M3,L1,D,3,1.00,0
F,9,8,2,H1,S2,M2,L1,D,0,3.00,0
F,6,10,2,M1,S3,M2,L4,D,0,1.00,0
F,4,0,2,H1,S2,M2,L1,D,2,3.00,0
F,1,0,2,H1,S5,M2,L2,D,2,0.97,0
F,9,14,3,M2,S1,M1,L3,D,0,2.00,0
F,5,20,2,M2,S1,M1,L2,B,0,1.00,0
F,7,6,3,M2,S1,M2,L2,D,1,1.00,0
F,10,6,2,M2,S1,M3,L2,B,1,1.00,0
F,2,10,1,M1,S2,M2,L1,B,0,2.00,0
F,6,10,2,H1,S1,M2,L1,D,0,2.14,0
F,10,14,1,H1,S2,M3,L1,B,1,0.54,0
F,4,2,2,H2,S1,M2,L3,D,3,1.00,0
F,5,10,2,M2,S1,M1,L1,D,0,11.06,0
F,4,14,2,C,S2,M2,L2,D,0,2.00,0
F,2,8,2,H1,S1,M2,L3,D,1,2.12,0
F,14,2,2,H2,S2,M3,L3,D,3,0.60,0
F,13,4,2,M1,S1,M2,L2,D,0,7.82,1
F,11,14,3,M1,S3,M2,L2,D,0,0.10,0
P,1,10,2,H2,S5,M3,L2,B,0,4.70,0
F,14,2,2,H1,S2,M1,L1,D,1,1.00,0
P,3,4,3,M2,S1,M2,L2,D,0,1.00,0
P,13,0,3,M1,S5,M2,L2,D,0,2.00,0
F,11,4,2,H1,S0,M2,L1,D,0,1.00,0
F,14,0,2,M2,S2,M1,L2,B,4,1.00,0
F,14,8,2,M2,S0,M3,L2,B,1,0.81,0
F,1,2,2,H1,S2,M3,L2,D,4,12.00,1
P,9,14,2,M2,S5,M2,L4,B,0,0.65,0
P,10,2,2,H2,S5,M3,L2,D,3,1.00,0
P,10,0,2,H1,S1,M2,L2,D,4,1.00,0
F,1,2,2,M1,S1,M1,L3,D,2,1.00,0
F,1,0,3,H2,S2,M3,L1,D,3,1.00,0
F,14,2,2,H1,S1,M2,L4,D,0,1.00,0
F,3,2,3,M2,S1,M2,L4,D,0,1.00,0
F,8,0,2,M2,S1,M3,L3,D,1,1.00,0
F,4,20,1,M1,S1,M2,L1,B,0,0.99,0
F,14,10,2,M2,S0,M1,L1,D,1,0.73,0
F,6,8,2,M2,S1,M2,L4,D,0,3.18,0
F,3,2,2,M2,S5,M2,L2,D,1,2.25,0
F,8,0,2,M1,S2,M2,L1,B,2,2.00,0
F,6,2,2,M2,S1,M3,L1,B,0,1.00,0
P,7,6,2,M1,S1,M1,L2,D,1,1.00,0
F,6,4,2,M2,S2,M2,L2,D,2,3.00,0
F,5,4,2,M1,S3,M1,L3,D,0,3.64,0
F,13,4,2,H2,S2,M3,L2,D,3,1.00,0
F,11,14,2,C,S2,M2,L2,B,0,1.00,0
F,15,8,2,C,S1,M0,L1,B,0,1.00,0
F,6,4,2,M1,S1,M2,L3,B,0,2.00,0
P,4,2,2,H1,S5,M2,L1,D,1,0.86,0
P,1,10,2,M1,S5,M2,L2,B,0,5.97,0
F,13,0,3,H1,S5,M3,L3,D,1,1.00,0
F,4,4,2,M2,S1,M3,L2,D,1,1.64,0
F,6,0,2,H1,S1,M1,L2,E,3,1.00,0
F,1,20,2,C,S3,M0,L3,D,0,2.00,0
P,7,4,2,H1,S5,M3,L1,D,0,1.00,0
F,10,2,2,M1,S1,M1,L2,E,0,0.30,0
F,9,20,3,M1,S3,M0,L1,D,0,1.00,0
F,2,4,2,H2,S2,M3,L2,B,2,0.08,0
F,1,2,3,H1,S2,M1,L3,D,1,0.71,0
F,10,4,2,M1,S1,M1,L1,B,1,1.00,0
F,12,2,2,H1,S1,M1,L2,D,0,0.21,0
F,8,10,2,M1,S3,M0,L3,D,0,1.00,1
F,12,2,2,M1,S5,M1,L2,B,2,0.95,0
F,13,20,2,H1,S3,M1,L2,D,0,1.00,0
F,13,4,2,M1,S0,M1,L4,D,0,1.00,0
F,1,2,2,H2,S2,M3,L4,D,0,1.64,0
P,14,14,2,H1,S1,M3,L1,B,0,0.18,0
F,10,0,3,M2,S2,M2,L2,D,0,2.00,0
F,11,0,2,H2,S3,M3,L2,D,0,1.00,0
F,4,4,2,M1,S3,M1,L2,D,1,1.00,0
F,7,8,2,M2,S1,M2,L3,D,2,1.00,0
F,1,2,2,H2,S2,M3,L2,B,5,1.00,0
P,4,14,2,M2,S5,M2,L2,B,0,1.00,0
F,9,8,2,C,S3,M1,L1,B,0,1.00,0
F,8,2,2,M2,S2,M2,L2,D,3,0.50,0
P,1,8,2,H1,S5,M2,L4,D,0,1.00,0
F,1,2,2,H1,S2,M3,L2,D,5,1.70,0
P,8,0,2,M1,S3,M2,L3,B,1,1.00,0
F,7,10,2,M1,S3,M1,L1,D,1,1.00,0
F,7,2,2,H1,S3,M3,L2,D,1,1.00,0
F,6,10,1,M2,S2,M2,L1,B,1,1.00,0
F,10,4,2,M2,S2,M2,L1,B,0,2.00,2
F,8,8,2,M1,S1,M2,L4,D,0,1.00,0
F,14,0,2,M2,S2,M2,L1,D,4,1.00,1
F,9,6,2,M2,S1,M3,L2,B,1,0.45,0
F,3,6,2,H2,S2,M3,L1,D,1,1.00,0
P,5,0,3,M2,S5,M2,L4,D,0,0.93,0
F,1,8,2,H1,S1,M2,L3,B,1,1.00,0
F,14,20,2,C,S3,M0,L4,B,0,1.00,0
F,13,14,3,M2,S2,M1,L1,D,0,1.00,0
P,1,0,2,M2,S5,M3,L2,D,5,1.00,0
F,11,6,2,H2,S1,M3,L2,D,3,1.00,0
F,9,14,2,H1,S0,M2,L2,D,0,1.00,0
F,5,14,2,H2,S2,M3,L1,D,1,0.21,0
F,7,2,2,H2,S3,M2,L3,E,2,1.00,0
F,14,10,2,H1,S3,M3,L2,B,0,1.00,0
P,13,10,2,M1,S1,M2,L2,B,0,1.00,0
P,13,0,2,M2,S5,M2,L3,D,1,1.00,0
F,7,0,2,M2,S1,M3,L1,D,2,0.45,0
F,12,6,2,C,S3,M0,L2,B,0,1.00,0
F,9,8,2,H2,S0,M3,L4,D,0,0.40,0
P,8,2,2,H2,S5,M3,L3,D,0,0.94,0
P,2,6,2,M1,S3,M1,L3,B,0,1.00,0
F,10,6,2,M2,S1,M2,L3,D,2,1.00,0
F,9,2,2,M1,S2,M0,L3,B,1,1.00,0
F,6,2,2,M2,S2,M2,L2,B,2,1.00,0
F,9,14,2,H1,S3,M2,L1,D,0,1.00,0
F,4,6,2,H2,S1,M2,L2,D,1,0.33,0
F,11,2,2,M1,S0,M2,L1,B,0,1.00,0
F,8,10,1,H1,S2,M3,L2,B,0,1.00,0
F,2,10,2,M2,S2,M1,L1,B,0,1.00,0
F,11,8,3,H1,S1,M3,L2,D,0,1.00,0
F,2,10,3,H1,S3,M3,L3,D,0,0.30,1
F,5,10,2,M1,S2,M1,L1,B,0,193.26,6
F,9,20,2,M1,S1,M0,L2,D,0,6.00,0
F,14,4,2,M1,S1,M1,L2,D,0,89.56,5
F,4,14,2,M1,S2,M1,L1,B,0,240.70,5
F,3,0,2,M1,S2,M1,L2,B,0,145.98,5
F,3,10,2,H2,S1,M3,L2,D,0,23.86,2
F,10,8,2,M2,S1,M2,L4,D,0,2.00,0
F,1,14,2,M1,S3,M1,L1,D,0,1340.20,39
F,5,10,2,M1,S3,M1,L2,B,0,100.84,4
P,7,0,3,H2,S5,M3,L1,D,0,1.00,0
F,9,0,2,M1,S2,M1,L1,B,1,7.00,0
F,1,2,2,M2,S3,M1,L1,D,0,53.20,3
F,6,8,2,M1,S1,M1,L2,B,0,332.67,8
F,3,8,2,M1,S2,M1,L2,B,0,322.43,10
P,9,6,2,H1,S1,M3,L2,D,0,1.10,0
F,3,14,2,M1,S2,M1,L1,B,0,280.60,6
F,4,14,2,M1,S3,M1,L2,B,0,128.20,5
F,4,10,2,M1,S2,M1,L2,B,0,490.92,19
F,6,2,2,M1,S2,M1,L2,D,0,54.15,1
F,2,2,2,M1,S2,M2,L2,B,0,69.87,1
F,2,20,2,M2,S1,M1,L2,D,0,4.00,0
F,12,8,2,M1,S1,M1,L2,D,0,66.32,1
F,1,10,2,H1,S3,M2,L2,D,0,110.87,4
F,1,8,2,M1,S2,M2,L1,B,0,170.30,2
F,6,2,2,M2,S1,M2,L3,D,3,1.00,0
F,9,4,2,C,S3,M1,L1,B,0,3.81,0
F,4,8,2,H2,S2,M3,L2,B,1,0.94,0
F,1,14,2,M1,S1,M1,L3,D,0,84.87,3
F,2,6,2,M1,S3,M2,L1,B,0,14.00,0
F,1,4,2,M1,S2,M1,L3,B,0,81.19,3
F,12,6,2,M1,S2,M1,L4,B,0,0.31,0
F,3,2,2,M2,S2,M1,L2,D,0,33.30,0
F,4,10,2,H2,S1,M3,L2,D,0,11.39,0
F,14,8,2,C,S1,M1,L3,D,0,0.54,0
F,1,4,2,M2,S1,M3,L3,D,2,1.41,0
F,13,14,2,M2,S3,M2,L2,D,0,4.37,0
F,12,10,2,C,S2,M0,L1,B,0,6.39,0
F,10,14,3,M2,S1,M1,L1,D,0,4.52,0
P,6,0,2,M1,S2,M1,L1,B,1,4.00,0
F,11,8,2,M2,S1,M1,L2,D,1,5.17,0
P,14,4,2,H2,S5,M3,L3,D,4,1.00,0
F,14,4,2,M2,S1,M2,L2,D,2,0.70,0
P,9,4,2,H2,S5,M3,L3,D,1,0.15,0
F,9,4,2,M2,S0,M2,L3,D,1,2.00,0
P,1,0,2,H2,S5,M3,L3,D,5,2.00,0
P,4,6,2,H1,S5,M3,L2,D,0,2.64,0
F,5,4,2,H1,S1,M2,L1,D,0,2.00,0
F,1,0,2,H2,S3,M3,L3,D,3,1.00,0
F,6,8,2,M1,S3,M2,L2,B,0,6.46,0
F,11,20,1,C,S3,M1,L1,B,0,1.00,0
F,2,4,2,M2,S2,M2,L1,D,0,41.52,0
F,2,2,2,M2,S2,M2,L1,D,0,10.93,0
F,1,0,2,M2,S1,M1,L2,B,1,2.00,0
F,2,2,2,M1,S1,M1,L3,D,0,48.64,2
F,5,6,3,M2,S1,M1,L3,D,0,2.00,0
F,14,4,2,M1,S3,M2,L3,D,0,0.70,0
F,2,8,2,C,S1,M0,L2,B,0,11.11,1
F,1,2,2,M2,S3,M2,L3,D,2,4.11,0
F,7,14,2,M1,S2,M1,L2,D,1,1.00,0
F,3,8,2,M1,S1,M2,L2,D,0,27.82,0
F,8,10,2,M2,S2,M2,L1,D,1,2.00,0
F,4,2,2,M1,S3,M2,L1,B,0,3.66,0
F,11,4,3,M2,S1,M2,L3,D,0,2.00,0
F,10,20,2,M1,S3,M1,L4,B,0,3.00,0
F,4,8,2,M1,S2,M1,L4,D,0,2.00,0
P,7,6,2,M1,S1,M1,L2,B,0,5.99,1
F,2,4,2,H1,S2,M2,L2,D,3,1.47,0
P,14,10,2,M2,S1,M2,L1,B,1,1.00,1
F,13,2,2,H1,S0,M2,L4,D,0,0.48,0
F,2,6,2,H2,S1,M3,L3,D,0,4.00,1
F,1,0,2,H1,S2,M2,L4,D,2,1.00,0
P,6,0,2,M1,S1,M1,L2,B,0,6.00,0
F,1,8,2,M2,S1,M1,L1,E,0,1.00,0
P,9,4,2,C,S2,M0,L2,B,0,2.72,0
F,14,10,2,M2,S2,M3,L2,B,0,1.12,1
F,10,0,2,M1,S0,M1,L1,B,0,3.00,0
F,2,0,2,H1,S2,M2,L2,D,2,5.00,0
P,7,14,2,M1,S2,M1,L2,D,0,1.00,0
F,1,2,2,M2,S2,M3,L2,B,1,4.73,0
F,3,6,1,M1,S2,M1,L1,B,0,0.98,0
F,13,6,2,M1,S2,M2,L2,B,1,1.00,0
F,8,0,2,H2,S1,M3,L2,D,1,1.67,0
F,5,10,2,C,S3,M0,L2,B,0,9.00,0
F,14,6,2,H2,S2,M3,L2,B,0,0.43,0
F,1,6,2,M1,S1,M1,L1,D,1,3.27,0
P,9,6,3,H1,S5,M2,L2,D,0,1.98,0
F,3,14,2,M1,S2,M1,L4,B,0,8.62,0
F,12,14,2,M1,S1,M1,L4,D,0,4.00,0
P,1,10,2,M1,S2,M2,L2,D,0,2.00,0
F,1,10,3,M2,S2,M2,L1,D,1,2.87,0
F,12,6,2,H1,S2,M2,L2,D,1,0.81,0
F,9,14,2,M2,S2,M3,L2,B,0,1.00,0
F,13,8,2,M1,S1,M0,L2,B,0,3.49,0
F,4,10,2,M1,S2,M1,L2,D,1,2.79,0
P,11,2,2,M2,S5,M2,L2,D,1,2.10,0
F,1,20,2,H1,S3,M2,L1,B,0,5.00,0
P,7,0,2,M2,S2,M1,L1,D,1,1.00,0
F,3,14,2,C,S3,M0,L4,B,0,3.00,1
F,10,0,2,M1,S3,M1,L3,B,0,1.00,0
F,11,20,3,C,S2,M1,L1,B,0,0.16,0
F,9,10,1,H1,S2,M2,L2,D,0,0.29,0
F,12,20,2,C,S3,M1,L1,D,0,3.00,0
F,1,0,2,M2,S2,M1,L1,E,1,2.00,0
F,12,2,2,H2,S1,M3,L2,D,3,1.00,0
F,10,6,2,M1,S3,M1,L2,B,1,1.00,0
F,1,8,2,M1,S1,M2,L3,D,0,14.29,0
F,12,20,2,H1,S2,M2,L1,B,0,2.00,0
F,8,8,2,M2,S3,M2,L1,D,0,2.00,1
P,3,6,2,H1,S1,M3,L2,D,0,1.00,0
P,2,2,2,C,S5,M1,L2,B,0,3.00,2
P,3,0,2,M1,S2,M2,L2,D,0,2.38,0
P,13,14,2,M1,S5,M0,L2,B,0,2.25,0
F,7,10,3,M2,S1,M1,L3,D,0,1.12,0
F,11,2,1,M1,S1,M1,L2,B,0,1.00,0
F,6,2,2,M2,S2,M2,L1,D,1,2.00,0
F,6,20,2,C,S2,M2,L3,D,0,1.00,0
F,8,20,1,M1,S2,M1,L1,B,0,1.00,0
F,4,0,2,H1,S2,M1,L2,E,3,1.00,0
F,4,2,2,M2,S2,M2,L4,D,3,2.26,0
P,3,2,2,M1,S5,M1,L2,E,0,1.00,0
F,11,2,2,H1,S1,M2,L2,D,2,2.32,0
F,1,14,2,M2,S1,M3,L2,D,0,11.06,2
F,1,2,2,M2,S2,M2,L3,E,0,1.74,0
F,6,10,2,H1,S3,M2,L2,D,0,3.00,0
F,8,14,1,M1,S1,M2,L2,B,0,1.00,0
P,4,4,3,H1,S5,M2,L3,D,0,0.98,0
F,6,4,2,M1,S2,M1,L3,B,0,2.00,0
F,6,0,2,H1,S1,M2,L3,D,1,1.00,0
F,11,10,2,H1,S0,M2,L3,D,0,1.00,0
F,10,4,2,H1,S1,M3,L3,D,0,1.55,0
F,10,4,2,C,S3,M1,L1,B,0,2.00,0
F,11,8,2,M1,S3,M1,L3,D,0,1.13,0
F,6,8,2,H2,S1,M3,L2,D,1,1.00,0
F,9,2,2,M1,S2,M1,L2,B,2,2.00,0
F,4,0,3,H1,S2,M3,L2,D,1,1.00,0
F,9,2,2,M2,S1,M1,L2,D,2,1.64,0
P,13,4,2,M1,S5,M1,L2,B,1,1.00,0
F,14,6,2,M2,S1,M2,L2,B,0,0.19,0
F,12,10,2,M1,S5,M1,L1,B,0,3.00,0
F,2,0,2,H1,S3,M2,L2,D,1,3.00,0
F,1,0,2,H2,S5,M3,L1,E,5,1.00,0
F,14,0,2,M2,S2,M1,L2,D,1,0.78,0
F,4,14,3,M2,S3,M2,L2,B,0,1.00,0
F,7,20,2,C,S2,M2,L2,B,0,1.00,0
F,5,4,2,M2,S2,M1,L2,B,1,1.00,0
F,3,4,2,M1,S1,M2,L3,B,0,1.13,0
P,1,4,2,M2,S5,M1,L1,D,0,2.00,0
F,5,2,3,M2,S2,M2,L2,D,1,1.00,0
F,13,2,2,M2,S0,M1,L2,D,1,1.00,0
F,1,0,2,H1,S5,M2,L2,D,4,1.00,1
P,12,4,2,H1,S5,M2,L2,D,1,1.00,0
F,2,2,2,M1,S3,M2,L2,D,1,0.13,0
F,13,8,2,M1,S0,M3,L2,B,0,1.00,0
F,4,2,2,M1,S2,M2,L1,B,1,2.00,0
F,14,8,2,H2,S1,M3,L2,B,0,0.08,0
F,1,8,2,M2,S2,M2,L2,D,3,3.00,0
P,1,2,2,M2,S1,M2,L3,D,2,0.76,0
F,3,10,2,H2,S3,M3,L1,D,1,1.00,0
F,1,0,2,C,S2,M1,L2,D,0,1.00,0
F,13,14,2,M2,S1,M1,L1,D,1,1.17,0
F,10,4,2,H2,S1,M3,L3,D,0,0.55,0
F,5,14,2,H1,S3,M2,L1,D,0,1.00,0
F,13,14,3,M2,S0,M1,L2,D,0,1.00,0
F,2,4,2,M2,S3,M2,L2,D,3,2.00,0
