F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE
F,10,10,2,C,S0,M0,L3,B,0,0.29
F,3,6,2,H2,S2,M3,L1,B,1,1.00
F,10,6,2,M2,S0,M2,L1,D,2,1.00
F,13,8,2,M2,S2,M3,L2,B,0,0.99
F,9,2,2,M1,S1,M1,L4,B,1,1.00
F,11,4,2,M1,S2,M1,L2,D,0,35.55
F,1,10,3,M2,S2,M1,L1,D,0,34.85
F,1,14,3,M2,S2,M1,L2,D,0,125.56
F,5,10,2,C,S2,M1,L2,B,0,29.01
F,1,2,2,M2,S5,M3,L1,B,2,1.00
F,5,10,2,M1,S1,M2,L2,B,0,25.14
F,6,20,2,M1,S2,M0,L2,D,0,8.63
F,13,8,2,M1,S3,M2,L1,D,0,2.12
F,1,8,2,M1,S1,M2,L1,B,0,50.38
F,14,0,2,M1,S0,M1,L1,B,0,12.44
F,6,10,2,M1,S2,M1,L3,D,0,4.72
F,1,10,2,M1,S0,M1,L2,D,0,6.49
F,1,14,2,M2,S1,M1,L2,D,0,172.41
F,14,10,2,M1,S2,M1,L1,B,0,61.37
F,8,0,2,M1,S1,M1,L2,B,0,22.14
F,1,4,2,M2,S3,M2,L3,D,0,25.64
F,5,8,2,M1,S2,M1,L2,B,0,162.11
F,1,8,2,M1,S3,M0,L2,B,0,20.79
F,14,8,2,H1,S1,M2,L2,D,0,5.75
F,10,8,3,M2,S2,M2,L2,D,0,2.00
F,9,20,2,M1,S1,M1,L1,D,0,4.40
P,6,0,2,M1,S3,M1,L2,B,0,3.00
F,14,0,2,M1,S0,M1,L1,D,1,1.00
F,3,10,2,C,S1,M1,L2,B,0,29.68
P,5,0,2,M1,S2,M2,L1,B,0,2.00
F,11,14,1,M1,S1,M1,L2,B,0,1.18
F,10,4,2,M2,S1,M2,L2,D,1,5.35
P,1,8,2,C,S1,M1,L2,B,0,1.00
F,11,14,2,M1,S1,M0,L2,D,0,57.76
F,13,10,2,H2,S1,M3,L2,D,0,5.80
F,6,14,2,H1,S3,M2,L2,B,0,1.00
F,3,8,2,M1,S2,M0,L2,B,0,4.47
F,10,6,3,M1,S1,M1,L2,D,0,0.72
F,10,10,2,H1,S2,M3,L1,B,2,0.11
F,1,0,2,M2,S3,M2,L1,E,0,4.99
F,1,2,2,M2,S2,M1,L3,D,2,7.65
F,14,0,2,M1,S1,M1,L2,B,1,5.47
F,2,2,2,M2,S1,M3,L3,D,1,1.21
F,10,0,2,M1,S1,M1,L1,D,2,2.96
F,7,2,2,M2,S1,M3,L1,D,1,1.00
F,14,20,2,M2,S2,M2,L1,D,0,0.48
F,10,10,2,H1,S1,M3,L2,B,1,1.14
F,4,0,3,M2,S1,M2,L1,B,0,2.00
F,14,2,2,M1,S1,M2,L1,B,0,1.52
F,14,4,2,C,S1,M1,L2,B,0,2.00
F,5,10,3,M1,S1,M1,L2,D,0,13.10
F,5,2,2,M2,S1,M3,L2,B,1,0.75
F,12,10,2,C,S3,M1,L2,B,0,1.83
F,14,0,2,M1,S2,M2,L1,B,2,4.00
F,5,14,2,M2,S2,M2,L2,D,1,2.00
F,14,20,2,C,S1,M0,L4,B,0,1.26
F,1,10,3,M1,S0,M1,L2,D,0,1.00
P,2,2,2,H1,S5,M2,L2,D,2,1.00
P,12,0,2,M1,S5,M1,L1,D,0,2.00
F,9,20,2,M1,S1,M2,L1,B,0,4.10
F,5,10,2,M1,S3,M0,L1,D,0,8.00
F,1,2,2,H1,S1,M2,L1,D,3,1.00
F,1,4,2,M2,S5,M3,L2,D,1,2.00
F,4,4,2,H2,S1,M3,L1,D,3,0.44
F,1,20,3,M2,S2,M1,L1,B,0,1.49
F,5,0,2,M1,S3,M1,L2,B,0,8.00
F,4,4,2,H1,S1,M3,L1,D,1,2.11
F,2,20,2,C,S1,M0,L1,D,0,5.00
F,1,2,2,M1,S3,M2,L2,B,3,5.08
P,1,2,2,M2,S5,M2,L1,B,0,1.00
F,8,8,2,M1,S3,M2,L3,B,0,1.00
F,2,10,2,H2,S2,M3,L2,D,0,16.83
P,6,0,2,M2,S1,M2,L1,B,3,2.00
F,1,4,2,M2,S1,M3,L2,D,2,1.00
F,10,20,2,C,S2,M1,L2,B,0,3.53
F,10,10,2,C,S0,M1,L1,B,0,9.70
F,4,2,2,M1,S2,M1,L2,D,1,4.00
F,3,8,2,C,S3,M2,L1,D,0,1.00
F,14,2,2,M2,S1,M3,L3,D,0,2.25
F,11,14,2,M1,S3,M3,L2,B,0,0.76
P,1,2,2,H1,S5,M2,L3,D,0,0.86
F,13,2,2,M1,S2,M1,L4,D,0,2.00
F,10,6,3,M2,S3,M2,L2,D,0,2.00
P,12,14,3,M2,S0,M2,L2,D,0,1.00
F,5,10,2,H1,S1,M2,L2,B,0,2.50
F,11,8,2,M2,S3,M2,L1,D,0,1.00
F,4,14,2,M1,S5,M1,L2,B,0,2.58
F,2,10,2,M2,S1,M1,L4,D,0,1.00
F,15,20,2,M1,S2,M1,L2,B,0,0.67
F,1,10,2,M1,S3,M2,L3,B,0,1.72
F,1,2,2,M2,S5,M2,L2,D,1,4.00
F,1,8,3,M1,S1,M1,L1,B,0,2.35
F,1,20,1,H2,S3,M3,L1,B,0,2.81
F,9,2,2,M2,S2,M1,L2,D,0,4.00
F,1,0,3,M2,S2,M2,L2,D,3,4.00
F,9,10,2,M2,S2,M2,L2,B,0,2.00
F,2,10,2,H1,S2,M3,L3,D,0,3.00
F,1,2,2,H2,S2,M3,L1,D,0,5.86
P,5,14,2,H1,S5,M2,L1,D,0,2.00
F,14,0,2,M2,S0,M3,L2,B,3,1.00
F,13,4,2,H1,S0,M2,L2,D,1,1.00
F,4,8,2,M2,S3,M1,L2,E,0,1.00
P,6,6,2,M1,S3,M1,L1,B,0,1.00
F,1,4,2,H1,S2,M1,L2,E,3,0.10
F,3,0,2,C,S2,M1,L2,B,0,4.15
F,3,8,2,M2,S3,M2,L1,B,0,3.00
F,4,10,2,M2,S2,M3,L1,B,0,1.46
P,4,0,2,M2,S1,M2,L2,D,2,1.00
F,14,6,2,M1,S2,M2,L1,D,0,1.98
P,2,14,2,M1,S5,M1,L2,D,0,3.49
F,1,0,2,M2,S1,M3,L1,D,3,2.00
P,10,2,2,M1,S1,M1,L2,D,0,2.00
F,2,0,2,H1,S2,M3,L1,D,2,2.00
P,9,2,2,H1,S5,M2,L3,D,0,0.83
F,3,4,2,H1,S3,M2,L3,D,0,2.65
F,9,10,2,C,S0,M0,L2,D,0,0.51
F,11,14,2,M2,S1,M3,L4,B,0,1.00
P,4,6,2,H2,S1,M3,L2,D,1,0.09
F,14,0,3,M2,S2,M2,L1,D,0,1.00
P,5,8,2,H2,S5,M3,L3,D,0,1.00
F,4,0,2,M2,S3,M1,L2,D,1,2.00
F,11,20,2,C,S2,M0,L4,B,0,2.87
F,12,20,2,C,S2,M1,L2,B,0,2.00
F,12,6,2,M2,S1,M1,L1,D,0,3.00
F,2,10,2,C,S3,M1,L4,B,0,2.00
F,4,14,2,M1,S2,M0,L3,B,0,0.62
F,3,4,3,M2,S1,M2,L3,D,0,5.00
F,4,0,2,H1,S2,M2,L2,D,0,0.54
P,1,2,2,H1,S2,M3,L1,D,0,1.00
F,3,4,2,H2,S1,M3,L3,D,1,2.61
F,2,0,2,H1,S1,M2,L1,D,2,1.00
F,1,2,2,M1,S3,M1,L1,E,0,2.00
F,7,6,2,M2,S1,M2,L4,D,0,1.00
F,5,0,2,C,S2,M1,L1,B,0,2.00
F,5,4,2,C,S2,M0,L1,B,0,2.00
F,4,2,2,H1,S3,M2,L1,D,1,1.00
F,2,0,2,M2,S3,M2,L1,D,4,1.00
F,11,10,1,H1,S3,M2,L2,B,0,1.00
F,10,2,2,M1,S0,M2,L3,D,0,0.44
P,13,14,2,M1,S1,M0,L2,D,0,1.00
P,2,4,2,M1,S3,M1,L1,B,1,1.00
F,11,6,2,M2,S2,M1,L2,D,1,1.23
F,7,4,3,M2,S1,M3,L2,D,0,1.00
P,14,0,3,M2,S1,M2,L1,D,0,0.55
F,3,14,3,M1,S2,M2,L1,B,0,1.00
F,9,4,2,M1,S3,M1,L2,B,1,1.00
F,9,10,2,C,S2,M0,L2,E,0,1.00
F,2,10,3,M2,S2,M2,L4,D,0,1.00
F,4,14,2,M1,S3,M3,L1,B,0,0.34
F,12,2,2,M1,S2,M0,L2,B,0,1.00
F,10,0,2,H1,S2,M3,L1,D,4,1.00
P,12,6,3,M2,S5,M1,L2,D,0,2.52
P,14,0,3,M1,S5,M1,L1,D,0,1.00
F,14,8,2,H1,S0,M3,L2,D,0,0.35
F,1,8,1,H1,S1,M2,L3,D,0,0.69
F,1,6,2,H1,S3,M2,L1,D,2,0.32
F,11,20,2,C,S1,M0,L1,E,0,0.21
F,8,0,3,M2,S1,M2,L1,D,0,1.00
F,14,2,2,M2,S2,M1,L2,D,1,1.00
F,14,2,2,M2,S2,M2,L1,B,0,0.27
F,3,20,2,H1,S1,M3,L1,B,0,0.21
F,13,14,2,M2,S2,M1,L2,D,1,1.00
F,12,8,2,H2,S0,M3,L2,B,1,0.76
F,5,4,2,M2,S1,M3,L1,D,0,1.00
F,8,2,2,H2,S1,M3,L3,D,3,0.69
F,6,0,2,H2,S2,M3,L1,B,3,1.00
F,12,14,2,M2,S0,M1,L4,D,0,1.00
F,4,8,2,H1,S2,M3,L2,D,1,1.00
P,11,4,3,M2,S5,M1,L2,D,0,1.00
F,4,10,2,M2,S3,M3,L1,B,0,0.68
F,13,20,2,C,S5,M1,L1,B,0,1.00
F,14,4,2,M1,S0,M1,L3,D,0,7.92
F,1,14,2,M1,S2,M1,L1,B,0,2829.41
F,3,14,2,M1,S1,M1,L2,B,0,180.30
F,1,10,2,M2,S1,M3,L2,D,0,15.94
F,6,8,2,M1,S2,M1,L1,B,0,91.56
F,1,8,2,M2,S3,M2,L3,D,0,18.47
F,1,4,2,M1,S3,M2,L1,D,0,21.24
F,1,14,1,H1,S2,M2,L2,B,0,2.78
F,6,14,2,M1,S1,M1,L1,D,0,65.53
F,9,2,2,M1,S1,M1,L2,D,0,51.28
F,1,0,3,M2,S2,M1,L1,D,2,1.00
F,8,0,2,M1,S2,M1,L1,B,1,5.00
F,1,14,2,M1,S1,M2,L1,B,0,57.59
P,11,2,2,H1,S1,M2,L3,D,0,0.37
F,11,14,2,C,S0,M1,L2,B,0,25.38
F,14,2,2,M2,S1,M1,L2,D,1,4.62
F,3,4,2,M1,S2,M1,L2,D,0,114.86
F,1,2,2,H2,S2,M3,L3,D,1,19.13
F,10,14,2,C,S3,M0,L1,B,0,23.36
F,3,10,2,H2,S2,M3,L2,B,0,4.00
F,4,6,2,M2,S3,M2,L1,D,0,5.00
F,1,6,2,H1,S1,M3,L2,D,1,27.36
F,3,10,2,M2,S2,M1,L2,B,0,4.71
F,3,2,2,M2,S2,M2,L2,D,0,30.74
F,1,4,2,M1,S2,M2,L1,D,0,19.67
F,1,10,2,C,S5,M1,L2,B,0,2.00
F,4,10,2,M1,S2,M2,L2,B,0,21.13
F,14,20,2,C,S3,M0,L1,B,0,47.86
F,8,14,2,M1,S1,M0,L1,B,0,13.64
P,9,4,2,M2,S5,M2,L2,D,2,1.00
F,4,10,2,M2,S1,M1,L2,B,0,2.80
P,7,0,2,M2,S1,M2,L1,B,2,1.00
F,3,10,3,M1,S1,M2,L1,B,0,1.77
F,14,6,2,M2,S2,M1,L3,D,0,4.32
F,2,6,3,M2,S3,M1,L2,D,0,3.00
F,1,8,3,M2,S2,M2,L1,B,0,3.09
F,12,8,2,M1,S3,M2,L3,B,0,1.00
F,4,8,2,M2,S3,M3,L2,D,1,1.00
F,6,20,2,C,S1,M0,L1,B,0,38.47
F,1,6,2,H1,S2,M2,L3,D,4,0.17
F,11,2,2,M1,S0,M1,L2,B,0,17.02
P,14,4,2,M2,S2,M2,L2,D,1,1.00
F,9,0,2,M1,S1,M1,L2,D,0,12.08
P,3,0,2,M1,S3,M1,L1,B,0,12.98
F,3,6,2,M2,S1,M1,L1,D,0,7.84
P,1,0,2,M1,S2,M2,L1,D,0,4.00
F,2,0,2,M1,S2,M1,L1,B,1,44.57
F,1,20,3,M1,S1,M1,L1,D,0,7.66
F,1,14,2,M1,S1,M0,L3,B,0,3.00
F,2,2,2,M2,S2,M2,L1,B,1,3.00
F,13,0,2,M1,S2,M1,L1,B,1,4.00
P,12,6,2,H2,S5,M3,L1,D,1,1.00
F,4,0,2,C,S3,M1,L2,B,0,2.00
F,9,10,2,C,S2,M0,L2,B,0,14.51
F,11,0,2,M1,S3,M1,L1,B,2,4.00
F,3,4,2,M2,S1,M3,L3,D,0,2.53
F,14,20,2,M2,S2,M2,L2,B,0,3.88
F,10,8,2,M2,S1,M2,L3,D,1,1.00
P,2,2,2,M1,S3,M1,L2,B,0,13.12
F,1,10,3,H2,S2,M3,L2,D,1,1.90
F,6,10,2,H1,S2,M2,L2,D,0,5.66
F,12,14,2,C,S1,M0,L1,D,0,3.00
F,1,14,2,M1,S5,M0,L2,B,0,0.36
F,4,2,2,M1,S2,M2,L1,B,0,3.13
F,6,4,2,M1,S2,M2,L2,B,0,5.28
P,2,0,2,M1,S1,M1,L1,B,0,10.99
F,3,10,2,M2,S3,M2,L2,B,0,0.22
F,1,4,2,M1,S2,M1,L1,E,0,5.32
F,10,8,2,C,S2,M0,L2,B,0,8.00
F,13,2,2,M1,S1,M2,L3,D,0,2.52
F,1,14,2,M1,S1,M2,L3,D,0,5.39
F,11,6,2,M2,S2,M2,L1,B,1,1.00
F,1,0,2,M1,S5,M1,L4,D,0,1.27
P,2,10,2,M1,S5,M1,L2,B,0,3.13
F,1,4,2,H1,S2,M2,L2,E,0,3.37
F,1,8,3,M2,S3,M2,L2,B,0,1.00
F,11,8,2,M2,S1,M3,L2,D,0,2.42
F,10,8,2,M2,S1,M1,L1,D,1,1.00
F,10,10,2,M1,S0,M1,L4,D,0,2.00
P,5,14,2,C,S5,M1,L2,B,0,1.00
F,4,0,3,M2,S2,M2,L1,B,0,1.00
F,10,14,2,H1,S2,M2,L2,D,0,3.56
F,9,6,2,M2,S0,M2,L3,D,0,2.64
F,2,6,2,M1,S0,M2,L2,D,0,1.00
F,10,8,2,H1,S1,M2,L2,D,1,1.00
F,4,14,2,M1,S5,M0,L2,B,0,0.10
F,12,8,2,C,S2,M0,L2,B,0,1.00
F,1,0,2,M2,S2,M1,L2,E,4,8.00
F,1,2,2,M2,S1,M3,L2,B,0,3.18
F,11,10,2,H1,S1,M3,L1,B,1,1.00
F,4,2,2,H1,S2,M3,L2,D,4,1.00
F,8,14,2,M1,S1,M2,L1,D,0,2.94
F,15,8,2,C,S3,M0,L1,B,0,1.00
P,9,8,2,M2,S5,M1,L2,D,0,1.00
F,5,10,2,M1,S1,M2,L4,D,0,1.00
F,1,10,2,H2,S2,M3,L3,D,2,1.00
F,10,20,2,C,S3,M3,L2,B,0,1.00
F,1,8,3,M2,S1,M2,L4,D,0,1.00
F,14,14,2,M1,S1,M2,L2,D,1,2.00
P,12,14,2,M1,S1,M0,L1,B,0,0.83
P,1,4,3,H1,S1,M2,L2,D,0,0.83
F,7,20,2,C,S2,M3,L1,B,0,1.00
F,2,0,2,H1,S3,M2,L2,D,0,1.00
F,15,8,2,M1,S0,M1,L2,D,0,2.00
F,1,14,2,C,S3,M1,L2,D,1,1.00
P,9,0,2,M1,S2,M1,L1,B,0,1.00
F,14,0,2,M2,S0,M2,L1,D,3,2.00
P,3,0,3,H2,S5,M3,L2,D,0,0.91
F,4,6,2,M1,S1,M1,L2,D,1,1.00
F,12,4,2,H1,S1,M2,L3,D,0,1.00
F,14,4,3,M2,S1,M2,L3,D,1,1.00
F,1,6,2,H2,S1,M3,L2,B,2,1.00
P,5,0,2,M2,S1,M2,L4,D,0,1.00
F,1,0,2,M2,S5,M1,L1,B,2,0.58
F,10,6,2,M1,S1,M1,L4,B,0,2.00
F,3,14,2,M1,S2,M1,L4,D,0,5.00
P,6,8,2,M2,S5,M1,L2,D,1,1.00
F,2,10,3,M2,S1,M2,L1,D,0,4.00
P,2,0,2,M2,S1,M3,L1,B,1,1.00
P,11,0,2,M1,S1,M1,L2,B,0,2.00
F,1,2,2,M2,S1,M2,L4,D,2,1.00
P,10,0,2,M2,S1,M2,L1,D,1,1.00
F,2,14,2,C,S1,M2,L2,D,0,0.25
P,1,0,2,H1,S1,M2,L1,D,2,2.00
F,14,0,1,M1,S1,M1,L1,B,0,0.72
F,6,10,2,C,S0,M0,L2,D,0,1.00
F,2,2,2,M2,S1,M3,L2,D,3,1.62
P,9,2,2,H2,S5,M3,L1,B,0,1.00
F,10,0,2,M1,S1,M2,L2,B,2,2.00
F,1,2,2,H2,S1,M3,L4,D,0,1.00
F,2,2,2,M2,S3,M2,L2,B,2,1.00
F,9,0,2,M1,S2,M2,L2,B,0,2.00
P,10,4,2,M1,S0,M1,L2,D,0,0.92
F,4,20,2,C,S1,M0,L4,D,0,1.00
F,8,20,2,M1,S0,M1,L2,B,0,1.00
P,1,0,2,H1,S1,M3,L2,D,0,1.00
F,11,4,3,M2,S2,M2,L2,D,0,0.87
P,1,0,2,M2,S3,M2,L1,D,5,1.00
F,2,0,2,H1,S3,M3,L2,D,4,0.40
P,12,0,2,M1,S1,M2,L1,B,0,2.75
F,14,4,2,H1,S0,M3,L3,D,0,0.88
F,15,10,2,M1,S3,M1,L2,D,0,1.00
F,6,8,1,H1,S2,M2,L1,D,0,1.00
F,12,4,2,H2,S0,M3,L2,D,1,1.00
F,4,0,2,M2,S3,M2,L2,D,2,1.00
F,13,10,2,C,S0,M1,L4,B,0,1.00
F,12,8,2,H1,S0,M2,L4,D,1,1.00
F,2,10,2,H1,S0,M2,L2,D,0,1.00
F,1,20,1,C,S3,M0,L1,D,0,0.89
F,14,4,2,M2,S0,M3,L3,D,0,1.00
F,8,2,2,M1,S1,M1,L2,B,4,0.50
F,1,0,2,H2,S1,M3,L1,B,2,1.00
F,8,14,2,M2,S3,M1,L1,D,0,1.00
P,3,2,2,M2,S2,M2,L1,D,2,1.00
P,13,4,2,H1,S5,M2,L4,D,1,1.00
F,9,8,2,H1,S0,M2,L2,D,0,1.00
F,5,8,3,M2,S2,M2,L2,B,0,1.00
F,11,4,2,M1,S1,M1,L2,D,0,89.46
F,14,6,2,M2,S3,M2,L2,D,0,2.00
F,1,8,2,M2,S2,M1,L2,D,0,339.95
P,3,0,2,H2,S5,M3,L1,B,3,1.00
F,9,14,2,C,S1,M0,L1,B,0,87.84
F,1,2,2,M2,S2,M2,L2,D,0,286.13
F,1,2,2,M2,S1,M1,L2,B,0,2.00
F,1,2,2,H1,S1,M3,L1,B,2,1.00
F,7,2,2,M1,S1,M1,L2,B,3,1.68
F,7,14,2,C,S2,M1,L1,B,0,39.21
F,3,4,2,M1,S1,M1,L3,D,0,26.80
F,12,14,2,C,S2,M0,L2,B,0,37.54
F,4,10,2,M2,S2,M2,L2,D,0,144.07
F,1,10,2,H1,S3,M3,L2,D,0,47.63
F,2,2,2,M2,S2,M2,L2,D,3,13.91
P,13,0,2,M2,S2,M2,L1,B,0,1.00
F,14,14,2,M1,S2,M1,L4,B,0,5.73
F,5,0,2,M1,S1,M1,L2,D,2,1.00
F,1,4,2,H2,S1,M3,L3,D,2,8.93
P,9,2,2,M1,S1,M1,L2,B,0,4.49
F,13,4,2,M2,S2,M2,L3,D,0,4.16
F,9,14,2,M1,S3,M1,L2,B,0,14.74
F,11,10,2,M2,S3,M2,L1,D,0,4.00
F,3,0,2,H1,S2,M2,L1,D,1,5.27
F,1,6,2,M1,S3,M1,L3,D,0,26.04
F,10,8,2,M2,S1,M2,L3,D,0,6.53
F,6,10,2,C,S1,M1,L2,B,0,28.58
F,2,6,2,M2,S1,M1,L2,D,1,18.11
F,1,20,2,C,S3,M0,L4,B,0,11.74
F,3,8,2,M2,S1,M2,L2,B,0,9.19
F,1,2,2,M2,S3,M1,L4,D,0,1.00
F,14,6,2,H1,S1,M3,L2,D,1,1.27
F,1,14,2,H2,S1,M3,L1,D,0,3.00
F,7,0,2,M1,S5,M1,L1,B,0,1.54
F,14,10,2,M1,S1,M0,L2,B,0,8.37
F,2,8,2,H1,S1,M3,L2,B,0,2.00
F,1,2,2,H1,S2,M2,L3,D,1,14.62
F,1,2,2,M1,S1,M2,L1,B,0,19.33
F,2,2,3,M2,S2,M2,L2,D,0,11.32
F,11,2,2,M2,S1,M3,L3,D,0,4.68
P,14,4,2,M1,S5,M1,L2,D,3,1.00
F,1,4,2,M1,S2,M0,L3,D,0,1.93
F,9,0,2,M2,S1,M1,L2,D,2,1.00
F,1,8,2,H2,S3,M3,L2,D,1,9.00
F,1,2,2,M2,S2,M1,L4,D,0,9.33
F,1,8,2,H1,S2,M3,L2,D,3,2.00
P,12,2,2,M2,S5,M1,L2,D,3,2.00
F,11,4,3,H2,S3,M3,L3,D,1,1.00
F,5,10,2,M2,S3,M2,L2,D,0,17.12
F,6,2,2,M1,S2,M1,L2,E,0,1.00
P,3,2,2,M2,S5,M2,L2,D,4,1.00
F,4,14,2,M2,S1,M3,L1,B,0,3.95
F,4,6,2,M1,S2,M2,L3,D,0,2.15
F,13,2,3,M2,S5,M2,L2,D,0,1.00
F,11,4,2,H2,S2,M3,L2,D,1,1.08
F,9,20,2,M2,S2,M2,L1,B,0,1.00
F,6,4,2,M2,S3,M1,L2,D,1,0.84
F,3,14,2,C,S2,M1,L1,D,0,2.00
F,10,8,2,M1,S1,M0,L2,D,0,9.84
F,2,6,2,M2,S3,M1,L1,D,1,1.00
F,8,10,2,M2,S2,M3,L2,D,0,2.00
F,14,2,2,H1,S1,M2,L3,D,0,2.38
P,2,0,2,M2,S2,M2,L1,B,0,1.00
F,13,20,2,C,S0,M1,L2,D,0,1.96
F,3,0,2,M2,S2,M1,L1,D,1,3.00
P,10,4,3,M2,S5,M2,L2,D,0,5.00
F,3,4,2,H1,S1,M2,L3,D,3,2.38
F,6,4,2,M2,S3,M2,L2,D,0,5.91
F,5,2,2,H1,S1,M2,L2,D,1,5.00
F,3,0,2,H1,S2,M2,L1,D,3,5.17
F,9,6,2,M2,S1,M2,L2,B,1,1.00
P,12,6,2,M2,S2,M2,L2,D,0,2.00
F,1,2,2,H1,S3,M2,L4,D,3,0.60
P,12,2,2,H2,S5,M3,L3,D,4,1.00
F,7,14,2,M2,S1,M3,L2,B,0,3.00
F,2,4,2,M2,S3,M1,L2,B,0,2.00
P,1,6,2,M1,S5,M2,L2,D,0,4.95
F,12,10,2,H1,S1,M3,L2,B,0,2.23
F,7,4,2,H1,S3,M2,L1,D,0,1.00
P,9,10,2,M1,S5,M2,L3,D,0,1.00
F,4,10,2,H1,S3,M3,L2,D,0,3.00
F,1,8,3,C,S3,M2,L1,B,0,1.00
F,5,2,2,H2,S2,M2,L3,D,2,0.38
F,10,4,2,M2,S2,M1,L3,D,0,2.00
F,14,2,2,M2,S0,M1,L3,D,0,3.66
F,2,0,2,H1,S1,M3,L2,D,0,2.89
F,1,10,2,H1,S3,M1,L1,D,1,1.00
F,10,4,3,M2,S1,M2,L2,D,0,1.00
F,1,6,3,H2,S1,M2,L2,D,3,1.00
F,8,6,2,M1,S1,M1,L3,B,1,1.00
F,7,8,2,M1,S1,M0,L2,B,0,2.82
F,1,2,2,H1,S3,M3,L2,D,5,0.85
P,1,4,3,M2,S2,M2,L2,D,2,1.00
F,14,8,2,M2,S0,M1,L2,B,1,1.00
F,3,4,2,H2,S3,M3,L2,D,3,1.00
F,9,14,1,M2,S1,M3,L1,B,0,1.00
P,8,10,2,M1,S5,M1,L2,B,0,4.63
F,1,4,2,M2,S2,M1,L2,B,3,2.00
F,5,2,2,M1,S3,M1,L1,B,1,3.00
F,1,10,1,M1,S2,M2,L2,B,0,1.37
F,8,0,2,M2,S1,M2,L2,B,0,1.00
F,13,14,2,M2,S0,M2,L2,B,0,1.08
P,1,10,2,M2,S5,M2,L4,B,0,1.17
F,1,0,2,M2,S2,M3,L3,D,0,1.00
P,11,8,2,M2,S5,M1,L2,D,0,1.00
F,2,14,2,C,S3,M1,L1,D,0,2.00
F,8,14,3,H1,S3,M2,L2,D,0,1.82
F,5,2,2,H1,S2,M2,L1,D,2,0.77
F,5,14,3,M1,S2,M1,L2,B,0,2.00
P,1,0,2,H1,S5,M3,L1,D,0,1.00
P,1,8,1,M2,S5,M2,L2,D,0,2.00
P,5,2,2,M2,S5,M2,L3,D,1,0.15
F,6,2,2,H1,S2,M2,L3,D,1,0.91
P,3,0,2,H2,S5,M3,L3,D,5,1.00
P,3,2,2,M2,S1,M3,L3,D,0,1.00
F,5,2,2,M1,S1,M2,L2,B,1,3.00
F,10,6,2,M1,S2,M1,L4,D,0,1.00
F,9,6,2,M2,S5,M2,L3,D,0,1.00
P,13,0,2,M2,S5,M3,L2,B,0,1.00
F,10,6,2,M1,S2,M1,L2,B,1,2.89
F,1,10,2,M1,S3,M1,L2,B,1,4.00
F,4,0,2,M1,S2,M2,L2,B,3,1.00
F,9,8,2,H2,S2,M3,L1,D,0,1.00
P,10,10,2,H1,S2,M2,L2,D,0,1.00
P,3,0,2,H1,S5,M2,L1,D,0,0.55
F,1,2,2,H2,S2,M2,L4,D,1,0.61
F,14,10,2,H1,S1,M3,L2,D,2,1.00
P,3,0,2,M2,S1,M1,L3,D,0,1.00
F,1,10,1,H1,S1,M3,L2,B,0,1.42
F,2,4,2,H2,S2,M3,L2,E,2,0.61
F,12,6,2,M1,S3,M1,L1,D,0,0.75
F,10,6,2,M1,S1,M2,L1,D,1,1.00
F,11,6,2,M1,S0,M1,L1,B,1,1.00
F,1,6,1,H1,S2,M3,L2,D,1,0.32
F,11,0,2,M2,S0,M2,L1,D,3,1.00
F,13,14,3,M1,S0,M1,L2,D,0,0.37
F,7,10,2,M2,S2,M1,L4,D,0,1.00
P,6,4,2,H1,S5,M2,L1,D,1,1.00
P,7,6,2,M2,S1,M1,L2,D,1,0.38
F,9,4,2,M1,S1,M0,L1,B,1,1.00
P,3,14,2,M1,S1,M2,L1,B,0,1.00
F,5,2,3,M1,S1,M1,L2,D,2,1.00
F,7,20,3,C,S1,M1,L1,D,0,0.78
F,6,2,2,M2,S3,M1,L2,D,1,2.00
F,5,14,2,H1,S2,M3,L2,D,1,0.90
F,14,0,2,H2,S2,M3,L1,B,1,0.08
F,6,4,2,M2,S1,M1,L3,D,2,1.00
F,3,4,2,H1,S1,M3,L3,D,1,2.20
P,14,14,2,M1,S2,M0,L1,B,0,0.17
F,1,8,2,H1,S1,M3,L2,D,2,1.00
F,3,6,2,M2,S2,M2,L2,D,3,1.00
F,1,2,2,H1,S3,M3,L1,B,0,0.90
F,4,10,2,M1,S3,M0,L4,B,0,1.00
F,14,20,3,M2,S5,M1,L2,B,0,0.83
F,14,10,2,M2,S0,M1,L2,B,0,0.82
F,10,14,2,M1,S5,M2,L1,D,0,1.00
F,4,2,2,M1,S1,M2,L2,B,2,1.00
F,13,14,2,M1,S2,M1,L2,B,0,68.42
F,8,8,2,M2,S1,M2,L2,D,0,55.80
F,1,6,2,M2,S2,M2,L1,D,0,231.97
F,3,10,2,M1,S3,M0,L1,B,0,19.00
F,2,6,2,M1,S1,M1,L3,D,0,17.86
F,4,8,3,M2,S2,M2,L2,D,0,12.16
F,5,10,3,M1,S2,M1,L2,D,0,6.75
F,2,14,2,H1,S1,M3,L2,B,0,4.55
F,1,2,2,H1,S2,M3,L3,D,0,9.86
F,3,10,2,M1,S3,M1,L3,B,0,4.00
F,5,10,2,M2,S1,M2,L2,D,0,104.32
P,14,8,2,H2,S2,M3,L1,D,4,0.12
F,3,10,2,M1,S1,M2,L2,D,0,35.07
F,8,10,2,M2,S1,M2,L1,B,1,1.29
F,9,10,2,M1,S2,M0,L2,D,0,13.47
